Section,Subsection,Title,URL
Uncategorized,,Can a student that has applied for a mentor scholarship also apply for the Heber J Grant scholarship?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01219/en-us
Uncategorized,,Can I access my Zoom class from a link within Canvas?,https://resourcecenter.byupathway.edu/faqs/f01-01
Uncategorized,,Can Pathway Connect graduates take on-campus classes at BYUI or Ensign College,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01524/en-us
Uncategorized,,Can students take certificate courses if they haven't taken PC103?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01171/en-us
Uncategorized,,Do I need to be a member of the Church of Jesus Christ of Latter-day Saints to become a mentor?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01740/en-us
Uncategorized,,Does BYU advertise online student jobs?,https://www.byupathway.edu/career-services
Uncategorized,,Does BYU-I have a way to download the admissions letter?,https://www.byui.edu/student-records/enrollment-verification
Uncategorized,,How am I impacted if I couldn’t‚ get into my Gathering because of technical problems?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01221/en-us
Uncategorized,,How can a student change the name on their PathwayConnect certificate?,https://missionaries.prod.byu-pathway.psdops.com/Modify-a-Student-Name-for-a-Completion-Certificate
Uncategorized,,How can a student sign into their student portal?,https://www.byupathway.edu/sign-in
Uncategorized,,How can I give missionaries or a BOM to friends of the church?,https://www.churchofjesuschrist.org/serve/share/book-of-mormon-app?lang=eng
Uncategorized,,How can I help students find jobs?,https://www.byupathway.edu/articles/career-development/career-development-networking
Uncategorized,,How can we help students financially?,https://www.byupathway.edu/service-missionaries
Uncategorized,,How do I add students to a WhatsApp group?,https://faq.whatsapp.com/361005896189245?helpref=faq_content
Uncategorized,,How do I create a WhatsApp group?,https://faq.whatsapp.com/3242937609289432/?helpref=uf_share
Uncategorized,,How do I find old Pathway devotionals?,https://www.byupathway.edu/speeches
Uncategorized,,How do I find the closest ward/branch for a student?,https://www.churchofjesuschrist.org/comeuntochrist/requests/church/find-a-church
Uncategorized,,How do I help the Lead student be successful?,https://www.byupathway.edu/articles/tips/the-lead-student-survival-guide
Uncategorized,,How do I know if a student has a scholarship?,https://missionaries.prod.byu-pathway.psdops.com/Finding-Student-Information-in-PATH%E2%80%8B
Uncategorized,,How do I know if student is member of the church?,https://missionaries.prod.byu-pathway.psdops.com/Verify-a-Learner's-Church-Member-Status
Uncategorized,,How do I know what certificate a student has chosen?,https://missionaries.prod.byu-pathway.psdops.com/Monitoring-Student-Progress
Uncategorized,,How do I use breakout rooms?,https://docs.google.com/document/d/1jTBnzIopFCPZLQyeRmI46vfkQ27nKfnlN3x2BNqX-zo/edit#heading=h.k74s2uwl2t5v
Uncategorized,,How do students access the BYUI application?,https://degreeapplication.byupathway.edu/
Uncategorized,,How do students change majors? change a certificate course?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01523/en-us
Uncategorized,,How a tutor can help a student,https://www.byupathway.edu/articles/tips/how-a-tutor-can-help-you
Uncategorized,,How do students contact a tutor?,https://www.byui.edu/student-guide/online-tutoring
Uncategorized,,How do students find in-person institute classes?,https://myinstitute.churchofjesuschrist.org/
Uncategorized,,How do students find their canvas the first time?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01344/en-us
Uncategorized,,How do students get Microsoft 365?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-02156/en-us
Uncategorized,,How does a student find their gathering zoom link?,https://resourcecenter.byupathway.edu/faqs/f01-01
Uncategorized,,How many hours a week do PC101 and institute require with both online time and homework time?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01171/en-us
Uncategorized,,How many religion credits are required to graduate in three-year degree program?,https://www.byupathway.edu/policies/catalog/7-01-institute-religion-course-requirements
Uncategorized,,How often could one access Mentorship Bridge Scholarship?,https://sites.google.com/view/bloom-mtl-onboarding/tools-and-guides/mentor-bridge-scholarship-process-for-pmsa
Uncategorized,,How to avoid WhatsApp cancelling my account for spam?,https://faq.whatsapp.com/361005896189245?helpref=faq_content
Uncategorized,,How to get class members to be lead and observing student or give the devotional?,https://content.byui.edu/file/c529b6cc-a70b-4a94-9872-01f35548d87d/19/Lead%20Student%20Guide.pdf
Uncategorized,,How to get class members to be lead and observing student or give the devotional?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01223/en-us#Anchor7
Uncategorized,,How to resolve a student having two separate PATH entries with different student IDs?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01686/en-us#Duplicate
Uncategorized,,"I am having issues with Canvas connections, how do I get ahold of someone to chat with to help me resolve those questions.",https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01344/en-us
Uncategorized,,"If I have questions about Whatsapp, is there a customer service I can talk with?",https://faq.whatsapp.com/854037192262196?helpref=search&query=whatsapp%20user%20support&search_session_id=a76c314c69688c71ca748ffb9da173d0&sr=1
Uncategorized,,Is the Hall scholarship different from the Heber J. Grant scholarship?,https://hall-foundation.org/about-scholarship/
Uncategorized,,Is there an exception request link for online degree students?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01001/en-us
Uncategorized,,Is there an exception request link for online degree students?,https://www.byui.edu/student-records/academic-petitions
Uncategorized,,Is there homework students can do offline so they don’t have to use their internet time?,https://resourcecenter.byupathway.edu/faqs/f02-03
Uncategorized,,Should missionaries send the gathering zoom link with reminder for the gathering?,https://resourcecenter.byupathway.edu/faqs/f01-01
Uncategorized,,Can PathwayConnect completers apply for on-campus degrees at BYU Idaho and Ensign College after BYU PathwayConnect?,https://www.byupathway.edu/articles/tips/after-pathway-byu-idaho-on-campus
Uncategorized,,What are the duties of mentor?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01338/en-us
Uncategorized,,What are the requirements to matriculate into BYUI or Ensign College?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01524/en-us
Uncategorized,,What can a student do if their mentor is not responding?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01338/en-us
Uncategorized,,What certificates or majors are most employable in an area?,https://www.byupathway.edu/articles/career-development/career-development-networking
Uncategorized,,What do I need to do before term starts?,https://missionaries.prod.byu-pathway.psdops.com/New-Student-Visits
Uncategorized,,What information should I track for each student?,https://missionaries.prod.byu-pathway.psdops.com/Monitoring-Student-Progress
Uncategorized,,What is benefit of doing Pathway Connect if the student already knows the material?,https://www.byupathway.edu/serve-students
Uncategorized,,What is the Hall scholarship?,https://hall-foundation.org/about-scholarship/
Uncategorized,,What is the institute requirement about?,https://www.churchofjesuschrist.org/si/institute/about/institute-graduation?lang=eng
Uncategorized,,What is the link to access the Service Missionary Resources Portal?,https://missionaries.prod.byu-pathway.psdops.com/missionary-services-site-index
Uncategorized,,What is the URL for all academic calendars?,https://www.byupathway.edu/academic-calendars-all
Uncategorized,,What is the URL for the EC3 enrollment calendar?,https://www.englishconnect.org/ec3-enrollment-calendar
Uncategorized,,What opportunities are available to work for BYU (both member or friend of the church)?,https://www.byupathway.edu/employment/job-openings
Uncategorized,,What questions should I ask during the new student interviews?,https://missionaries.prod.byu-pathway.psdops.com/New-Student-Visits
Uncategorized,,What should I do if WhatsApp cancels me for spam?,https://faq.whatsapp.com/465883178708358/?helpref=search&query=banned%20for%20spam&search_session_id=ffe847e6e71c9feee822831867825f47&sr=1
Uncategorized,,What to do if a member student is being charged friend of the church tuition?,https://missionaries.prod.byu-pathway.psdops.com/Finding-Students-with-Duplicate-Path-Accounts
Uncategorized,,What to do If a student has already taken this course with a B or higher?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01173/en-us
Uncategorized,,When can I get into Canvas?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01344/en-us
Uncategorized,,When can students first log into their canvas Portal?,https://pathway-missionary.powerappsportals.com/knowledgebase/article/KA-01344/en-us
Uncategorized,,When does a student need to select a major?,https://studentsupportkb.byupathway.org/knowledgebase/article/KA-01171/en-us
Uncategorized,,Which institute classes are required for the three-year degree?,https://www.byupathway.edu/policies/catalog/7-01-institute-religion-course-requirements
Uncategorized,,Why do we Gather?,https://www.byupathway.edu/speech/why-we-gather-2020
